13 1594054786 0.000151 0.200000 0.000151 0.000151 0.000000
13 1594054787 0.000151 0.200000 0.000151 0.000151 0.000000
13 1594054788 0.000151 0.200000 0.000151 0.000151 0.000000
13 1594054789 0.000151 0.200000 0.000151 0.000151 0.000000
13 1594054790 0.000151 0.200000 0.000151 0.000151 0.000000
13 1594054791 0.000214 0.200000 0.000214 0.000214 0.000000
13 1594054792 0.000214 0.200000 0.000214 0.000214 0.000000
13 1594054793 0.000214 0.200000 0.000214 0.000214 0.000000
13 1594054794 0.000214 0.200000 0.000214 0.000214 0.000000
13 1594054795 0.000214 0.200000 0.000214 0.000214 0.000000
13 1594054796 0.000160 0.200000 0.000160 0.000160 0.000000
13 1594054797 0.000160 0.200000 0.000160 0.000160 0.000000
13 1594054798 0.000160 0.200000 0.000160 0.000160 0.000000
13 1594054799 0.000160 0.200000 0.000160 0.000160 0.000000
13 1594054800 0.000160 0.200000 0.000160 0.000160 0.000000
22 1594054811 5.198986 0.600000 0.125020 10.257466 26.484391
22 1594054812 5.198986 0.600000 0.125020 10.257466 26.484391
22 1594054813 5.198986 0.600000 0.125020 10.257466 26.484391
22 1594054814 5.198986 0.600000 0.125020 10.257466 26.484391
22 1594054815 5.198986 0.600000 0.125020 10.257466 26.484391
35 1594054816 15.446539 0.600000 10.425461 20.470404 153.247436
35 1594054817 15.446539 0.600000 10.425461 20.470404 153.247436
35 1594054818 15.446539 0.600000 10.425461 20.470404 153.247436
35 1594054819 15.446539 0.600000 10.425461 20.470404 153.247436
35 1594054820 15.446539 0.600000 10.425461 20.470404 153.247436
22 1594054821 0.141515 0.600000 0.114514 0.155275 0.012235
22 1594054822 0.141515 0.600000 0.114514 0.155275 0.012235
22 1594054823 0.141515 0.600000 0.114514 0.155275 0.012235
22 1594054824 0.141515 0.600000 0.114514 0.155275 0.012235
22 1594054825 0.141515 0.600000 0.114514 0.155275 0.012235
35 1594054826 10.317933 0.600000 10.311432 10.323837 63.875856
35 1594054827 10.317933 0.600000 10.311432 10.323837 63.875856
35 1594054828 10.317933 0.600000 10.311432 10.323837 63.875856
35 1594054829 10.317933 0.600000 10.311432 10.323837 63.875856
35 1594054830 10.317933 0.600000 10.311432 10.323837 63.875856
22 1594054831 0.149301 0.600000 0.139718 0.157598 0.013407
22 1594054832 0.149301 0.600000 0.139718 0.157598 0.013407
22 1594054833 0.149301 0.600000 0.139718 0.157598 0.013407
22 1594054834 0.149301 0.600000 0.139718 0.157598 0.013407
22 1594054835 0.149301 0.600000 0.139718 0.157598 0.013407
35 1594054836 10.317579 0.600000 10.312515 10.322579 63.871476
35 1594054837 10.317579 0.600000 10.312515 10.322579 63.871476
35 1594054838 10.317579 0.600000 10.312515 10.322579 63.871476
35 1594054839 10.317579 0.600000 10.312515 10.322579 63.871476
35 1594054840 10.317579 0.600000 10.312515 10.322579 63.871476
22 1594054841 0.144619 0.600000 0.139171 0.152643 0.012569
22 1594054842 0.144619 0.600000 0.139171 0.152643 0.012569
22 1594054843 0.144619 0.600000 0.139171 0.152643 0.012569
22 1594054844 0.144619 0.600000 0.139171 0.152643 0.012569
22 1594054845 0.144619 0.600000 0.139171 0.152643 0.012569
35 1594054846 10.316418 0.600000 10.315881 10.317137 63.857092
35 1594054847 10.316418 0.600000 10.315881 10.317137 63.857092
35 1594054848 10.316418 0.600000 10.315881 10.317137 63.857092
35 1594054849 10.316418 0.600000 10.315881 10.317137 63.857092
35 1594054850 10.316418 0.600000 10.315881 10.317137 63.857092
22 1594054851 0.145211 0.600000 0.139390 0.154884 0.012680
