11 1594054786 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054787 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054788 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054789 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054790 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054791 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054792 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054793 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054794 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054795 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054796 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054797 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054798 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054799 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054800 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1594054811 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054812 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054813 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054814 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054815 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054816 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054817 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054818 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054819 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054820 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054821 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054822 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054823 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054824 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054825 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054826 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054827 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054828 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054829 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054830 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054831 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054832 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054833 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054834 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054835 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054836 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054837 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054838 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054839 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054840 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054841 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054842 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054843 0.600000 -1.000000 -101.000000 0.000000 0.000000
11 1594054844 0.600000 -1.000000 -101.000000 0.000000 0.000000
